"","P(Alpha>AT)","Information Ratio","P(Alpha<0|12M)","Batting Avg","P(Alpha<-5|12M)"
"2944",0.686486486486486,0.416141090978392,0.296650717703349,-0.00618822376946772,0.0287081339712919
"2945",0.686486486486486,0.415221010764314,0.296650717703349,-0.00619188614675199,0.0287081339712919
"2946",0.724324324324324,0.434254178269854,0.291866028708134,-0.00602329437874223,0.0239234449760766
"2947",0.697297297297297,0.415327286325405,0.301435406698565,-0.0062203545460989,0.0287081339712919
"2948",0.735135135135135,0.430091783734387,0.30622009569378,-0.00609782332485301,0.0287081339712919
"2949",0.72972972972973,0.426179940221039,0.301435406698565,-0.00612257443528929,0.0287081339712919
"2950",0.708108108108108,0.434789971752616,0.296650717703349,-0.00601225179925485,0.0239234449760766
"2951",0.724324324324324,0.435609967837307,0.296650717703349,-0.00601046414291547,0.0239234449760766
"2952",0.72972972972973,0.423072837240215,0.301435406698565,-0.00619722171639978,0.0287081339712919
"2953",0.724324324324324,0.431804257806943,0.291866028708134,-0.0060502586483807,0.0239234449760766
"2954",0.702702702702703,0.417959891410944,0.296650717703349,-0.0061871788489345,0.0287081339712919
"2955",0.718918918918919,0.413829959317103,0.30622009569378,-0.00628538266041639,0.0287081339712919
"2956",0.686486486486486,0.396865401584474,0.311004784688995,-0.00641023517345263,0.0287081339712919
"2957",0.72972972972973,0.430007013651864,0.301435406698565,-0.00607994108494359,0.0287081339712919
"2958",0.697297297297297,0.418404240777874,0.291866028708134,-0.006180327001428,0.0287081339712919
"2959",0.718918918918919,0.436016034053529,0.296650717703349,-0.006006158333633,0.0239234449760766
"2960",0.724324324324324,0.436212539222295,0.291866028708134,-0.00601119026019391,0.0239234449760766
"2961",0.67027027027027,0.412780898125603,0.296650717703349,-0.0062057748928428,0.0287081339712919
"2962",0.74054054054054,0.443951182960168,0.311004784688995,-0.00596604739474439,0.0239234449760766
"2963",0.72972972972973,0.433293581988003,0.296650717703349,-0.00612237530538791,0.0287081339712919
"2964",0.702702702702703,0.395079544770136,0.31578947368421,-0.00649106536702121,0.0287081339712919
"2965",0.74054054054054,0.439525091574622,0.301435406698565,-0.00598349778186678,0.0239234449760766
"2966",0.691891891891892,0.398251077978999,0.311004784688995,-0.00640196958097566,0.0287081339712919
"2967",0.735135135135135,0.441277408658999,0.30622009569378,-0.00600473368370456,0.0239234449760766
"2968",0.718918918918919,0.419065152866242,0.301435406698565,-0.006207983189078,0.0287081339712919
"2969",0.675675675675676,0.413197701469235,0.296650717703349,-0.00621072848798755,0.0287081339712919
"2970",0.708108108108108,0.432253254425084,0.296650717703349,-0.00603615336789654,0.0239234449760766
"2971",0.724324324324324,0.414268589740837,0.30622009569378,-0.00632006522698474,0.0287081339712919
"2972",0.675675675675676,0.390322224262437,0.30622009569378,-0.00646261998643487,0.0287081339712919
"2973",0.697297297297297,0.41656780814173,0.296650717703349,-0.00619331679109267,0.0287081339712919
"2974",0.675675675675676,0.406239712288106,0.301435406698565,-0.00628679205637644,0.0287081339712919
"2975",0.681081081081081,0.390368592960596,0.311004784688995,-0.0064688292726297,0.0287081339712919
"2976",0.718918918918919,0.423687426569037,0.296650717703349,-0.00613346759076445,0.0287081339712919
"2977",0.697297297297297,0.443398437090298,0.296650717703349,-0.00593458413779018,0.0239234449760766
"2978",0.664864864864865,0.41854386911243,0.296650717703349,-0.00615603836276196,0.0239234449760766
"2979",0.702702702702703,0.402013979859014,0.311004784688995,-0.00638850557151075,0.0287081339712919
"2980",0.713513513513514,0.398237840007298,0.311004784688995,-0.00653088522441857,0.0287081339712919
"2981",0.691891891891892,0.441293562365727,0.301435406698565,-0.00596433846102894,0.0239234449760766
"2982",0.745945945945946,0.446004056750602,0.30622009569378,-0.00593227448595472,0.0239234449760766
"2983",0.735135135135135,0.437616577500891,0.311004784688995,-0.00604060432221205,0.0287081339712919
"2984",0.713513513513514,0.452060722167629,0.296650717703349,-0.00585862280257655,0.0239234449760766
"2985",0.675675675675676,0.38992265693627,0.30622009569378,-0.00646807172088916,0.0287081339712919
"2986",0.713513513513514,0.401011862788348,0.301435406698565,-0.0064640249817112,0.0287081339712919
"2987",0.67027027027027,0.411403432619238,0.296650717703349,-0.00621898691824002,0.0287081339712919
"2988",0.708108108108108,0.406067409385394,0.311004784688995,-0.00638490882671078,0.0287081339712919
"2989",0.72972972972973,0.427147318452209,0.301435406698565,-0.00613508809602896,0.0287081339712919
"2990",0.718918918918919,0.449619775198614,0.296650717703349,-0.00588242835285799,0.0239234449760766
"2991",0.713513513513514,0.409802745482005,0.30622009569378,-0.00634539300114529,0.0287081339712919
"2992",0.708108108108108,0.433440941313707,0.296650717703349,-0.00602516371747643,0.0239234449760766
"2993",0.691891891891892,0.404962699651631,0.311004784688995,-0.00632209635847651,0.0287081339712919
"2994",0.691891891891892,0.392352885607105,0.31578947368421,-0.00650205414004993,0.0287081339712919
"2995",0.735135135135135,0.438718267983106,0.30622009569378,-0.00603396218870875,0.0287081339712919
"2996",0.702702702702703,0.409176608713816,0.311004784688995,-0.00629950708571242,0.0287081339712919
"2997",0.691891891891892,0.423614181898813,0.296650717703349,-0.0061132360587658,0.0239234449760766
"2998",0.708108108108108,0.416071995599424,0.301435406698565,-0.00623477903235416,0.0287081339712919
"2999",0.724324324324324,0.426969942807968,0.296650717703349,-0.00610500312890658,0.0287081339712919
"3000",0.697297297297297,0.417919522748723,0.296650717703349,-0.00617001427960268,0.0287081339712919
"3001",0.724324324324324,0.421968362453945,0.296650717703349,-0.00615855654592118,0.0287081339712919
"3002",0.675675675675676,0.39738940027841,0.30622009569378,-0.00638691666799913,0.0287081339712919
"3003",0.735135135135135,0.436519054689121,0.311004784688995,-0.00605248715875763,0.0287081339712919
"3004",0.691891891891892,0.404832786630687,0.311004784688995,-0.00632370665585238,0.0287081339712919
"3005",0.713513513513514,0.395542351071218,0.311004784688995,-0.00654386483606548,0.0287081339712919
"3006",0.745945945945946,0.44529553301439,0.30622009569378,-0.00593933728544722,0.0239234449760766
"3007",0.708108108108108,0.438086423371452,0.301435406698565,-0.00598435872144298,0.0239234449760766
"3008",0.713513513513514,0.434660449600299,0.296650717703349,-0.00601836082260232,0.0239234449760766
"3009",0.708108108108108,0.427199349008342,0.301435406698565,-0.00608471292910636,0.0239234449760766
"3010",0.686486486486486,0.421044680596099,0.301435406698565,-0.00613674316794724,0.0287081339712919
"3011",0.72972972972973,0.452275035932973,0.296650717703349,-0.00585912349083252,0.0239234449760766
"3012",0.691891891891892,0.409380580525032,0.30622009569378,-0.00627646530222526,0.0287081339712919
"3013",0.74054054054054,0.446918503225484,0.301435406698565,-0.00591462789859251,0.0239234449760766
"3014",0.702702702702703,0.415855896261107,0.301435406698565,-0.00622242494764661,0.0287081339712919
"3015",0.697297297297297,0.449002332689928,0.291866028708134,-0.00588961703606727,0.0239234449760766
"3016",0.697297297297297,0.441961683337405,0.296650717703349,-0.00594767514800867,0.0239234449760766
"3017",0.72972972972973,0.423986232999456,0.30622009569378,-0.0061507143197709,0.0287081339712919
"3018",0.708108108108108,0.452918511520118,0.287081339712919,-0.00585140661564321,0.0239234449760766
"3019",0.691891891891892,0.421873707950748,0.301435406698565,-0.00613329099945475,0.0287081339712919
"3020",0.697297297297297,0.405521055659554,0.311004784688995,-0.0063420773620107,0.0287081339712919
"3021",0.745945945945946,0.441541882934832,0.311004784688995,-0.00597652052539376,0.0239234449760766
"3022",0.724324324324324,0.422978262300533,0.30622009569378,-0.00615437590131787,0.0287081339712919
"3023",0.713513513513514,0.425108843251408,0.296650717703349,-0.0061096781922614,0.0287081339712919
"3024",0.67027027027027,0.417674190897682,0.296650717703349,-0.00616452608830503,0.0287081339712919
"3025",0.664864864864865,0.415195547859822,0.296650717703349,-0.00618411333606017,0.0287081339712919
"3026",0.691891891891892,0.411550224196024,0.301435406698565,-0.00623857588792051,0.0287081339712919
"3027",0.675675675675676,0.394935586935897,0.30622009569378,-0.00641634040428191,0.0287081339712919
"3028",0.708108108108108,0.409813948388495,0.311004784688995,-0.006302294425498,0.0287081339712919
"3029",0.708108108108108,0.436221316326815,0.296650717703349,-0.00600259751714684,0.0239234449760766
"3030",0.72972972972973,0.451857107816195,0.296650717703349,-0.00586277795835065,0.0239234449760766
"3031",0.708108108108108,0.424674733406297,0.291866028708134,-0.00611732701793472,0.0287081339712919
"3032",0.67027027027027,0.417529196053073,0.296650717703349,-0.00616488408482731,0.0239234449760766
"3033",0.735135135135135,0.436010797490186,0.30622009569378,-0.00606580374521282,0.0287081339712919
"3034",0.718918918918919,0.424648294363013,0.291866028708134,-0.00611198663084831,0.0287081339712919
"3035",0.67027027027027,0.407212682640647,0.30622009569378,-0.00627205236320517,0.0287081339712919
"3036",0.697297297297297,0.438749283768466,0.296650717703349,-0.0059765759298392,0.0239234449760766
"3037",0.686486486486486,0.412454771965661,0.301435406698565,-0.00623679569947009,0.0287081339712919
"3038",0.708108108108108,0.431819517775334,0.301435406698565,-0.00604082204262082,0.0239234449760766
"3039",0.67027027027027,0.407021799413642,0.301435406698565,-0.0062610285312155,0.0287081339712919
"3040",0.713513513513514,0.444526606005153,0.296650717703349,-0.00592761643382359,0.0239234449760766
"3041",0.713513513513514,0.402563186289059,0.301435406698565,-0.00645512446797782,0.0287081339712919
"3042",0.724324324324324,0.426057765573107,0.296650717703349,-0.00611684833323043,0.0287081339712919
"3043",0.713513513513514,0.452545104972498,0.291866028708134,-0.00585379367560342,0.0239234449760766
"3044",0.686486486486486,0.409499268994169,0.301435406698565,-0.00626113130360917,0.0287081339712919
"3045",0.713513513513514,0.402627058205961,0.30622009569378,-0.00644360193187605,0.0287081339712919
"3046",0.724324324324324,0.418756740687115,0.296650717703349,-0.00624976639411249,0.0287081339712919
"3047",0.745945945945946,0.442025817231143,0.301435406698565,-0.00596563704156339,0.0239234449760766
"3048",0.675675675675676,0.397397689184787,0.30622009569378,-0.00638293597237452,0.0287081339712919
"3049",0.724324324324324,0.432533347204994,0.291866028708134,-0.00603951174673853,0.0239234449760766
